id_en;sentence_en;id_sk;sentence_sk
8576761;Water boils at hundred degrees Celsius.;12399161;Voda vrie pri sto stupňoch Celzia.
1604619;Tom is a hero.;12401207;Tom je hrdina.
12402525;Where is the nearest bus station?;12402520;Kde je najbližšia autobusová stanica?
3820605;Where's the nearest bus station?;12402520;Kde je najbližšia autobusová stanica?
2764381;Where is the nearest bus stop?;12402520;Kde je najbližšia autobusová stanica?
12402802;Where's the problem?;8238392;Kde je problém?
3343807;What's your horse's name?;12403591;Ako sa volá tvoj kôň?
12404244;My book is new.;12404339;Moja kniha je nová.
1638263;I'm not a soldier.;12405769;Nie som vojak.
5902881;I'm not a singer.;12406021;Nie som spevák.
7291315;It just stopped raining.;12406759;Práve prestalo pršať.
7291315;It just stopped raining.;12406760;Zrovna prestalo pršať.
2276099;I don't like the beach.;12406764;Nepáči sa mi pláž.
11206611;They're not like you.;12406765;Nie sú ako ty.
11206611;They're not like you.;12406767;Nie sú ako vy.
11206713;They aren't like you.;12406765;Nie sú ako ty.
11206713;They aren't like you.;12406767;Nie sú ako vy.
2342659;She borrowed mine.;12406770;Požičala si môj.
2342659;She borrowed mine.;12406771;Požičala si moje.
2342659;She borrowed mine.;12406772;Požičala si moju.
2202654;Tom is clever.;12406781;Tom je chytrý.
2202654;Tom is clever.;12406782;Tom je bystrý.
5916049;I'm not a very good singer.;12406784;Nie som veľmi dobrý spevák.
5916049;I'm not a very good singer.;12406785;Nie som veľmi dobrá speváčka.
3912865;This isn't like him.;12406788;To sa mu nepodobá.
3912930;That doesn't sound like him.;12406788;To sa mu nepodobá.
262829;We enjoyed ourselves at the party.;12406789;Užili sme si večierok.
1457735;The musician has many friends.;12406790;Ten hudobník má veľa priateľov.
2864682;Mary found a job.;12406793;Mária si našla robotu.
2864682;Mary found a job.;12406792;Mária si našla prácu.
1531072;Slovenian singer Maja Keuc was born in 1992.;12406798;Slovinská speváčka Maja Keucová sa narodila v roku 1992.
12406895;Spiders don't have ears.;12406966;Pavúky nemajú uši.
12406907;Spiders have no ears.;12406966;Pavúky nemajú uši.
1886133;Did you try it?;12407774;Skúsil si to?
3049742;This is a proverb.;12408044;Toto je príslovie.
566026;Time is money.;12408090;Čas sú pienaze.
687556;Where are the toilets?;12408311;Kde sú toalety?
2549275;The sky was gray.;8935998;Obloha bola šedá.
2342526;The sky was blue.;12408881;Obloha bola modrá.
2347347;The sky was red.;12409030;Obloha bola červená.
6978103;Africa is a continent.;12409244;Afrika je svetadiel.
12409254;Where is the hotel at?;12409269;Kde se nachádza hotel?
7168810;I think that Tom is possessive.;12409303;Myslím, že Tom je majetnícky.
3184036;I think Tom is possessive.;12409303;Myslím, že Tom je majetnícky.
2659847;This is Tom.;12415581;To je Tom.
3309470;She isn't perfect.;12300047;Nie je perfektná.
8482062;This is Mary.;12415609;To je Mária.
1273375;This is my room.;12415940;To je moja izba.
2648417;This is our house.;12416015;To je náš dom.
620990;Where are the children?;12416101;Kde sú deti?
12061516;Owls are birds.;12416165;Sovy sú vtáky.
12061516;Owls are birds.;12416225;Sovy sú vtáci.
11885832;Grammar is very important.;12416133;Gramatika je veľmi dôležitá.
8671585;Whales are not fish.;12416380;Veľryby nie sú ryby.
12416384;Whales are mammals, not fish.;12416381;Veľryby sú cicavce, nie ryby.
12416387;Elephants are large animals.;12416386;Slony sú veľké zvieratá.
277143;The earth is a beautiful planet.;1317881;Zem je pekná planéta.
8222688;Algeria is a wonderful country.;12417096;Alžírsko je nádherná krajina.
6036283;What's that butterfly?;12418417;Čo je to za motýľa?
10579273;What kind of butterfly is that?;12418417;Čo je to za motýľa?
6483318;What language is that?;12418583;Čo je to za jazyk?
12418694;Where is your horse?;12418698;Kde je tvoj kôň?
7453172;Where's your horse?;12418698;Kde je tvoj kôň?
1060559;My wife is Polish.;12419712;Moja manželka je Poľka.
5229019;I'm Polish.;12419719;Som Poľka.
5229019;I'm Polish.;12419723;Som Poliak.
693026;I like to write poems.;12429051;Rád píšem básne.
693026;I like to write poems.;12429052;Rada píšem básne.
10717164;He walks on hot coals.;12429058;Kráča po žeravých uhlíkoch.
10717164;He walks on hot coals.;12429059;Chodí po žeravých uhlíkoch.
10144383;He's dying of hunger.;12470198;Umiera hladom.
10144383;He's dying of hunger.;12470199;Umiera od hladu.
5542594;Tom took his dog to the vet.;12470207;Tom zobral svojho psa k zverolekárovi.
2247873;I'll try that.;12470208;Skúsim to.
2247871;I'll try it.;12470208;Skúsim to.
3529390;Mary danced in the forest in the moonlight.;12470209;Mária tancovala v lese za mesačného svitu.
4135445;Tom slept much longer than he had intended.;12470211;Tom spal o dosť dlhšie, než zamýšľal.
4135445;Tom slept much longer than he had intended.;12470212;Tom spal oveľa dlhšie, než zamýšľal.
2722384;You still haven't told me all your secrets.;12470213;Stále si mi neprezradil všetky svoje tajomstvá.
47504;The little boy is afraid of the dark.;12470216;Chlapček sa bojí tmy.
1530476;The boy is afraid of the dark.;12470218;Chlapec sa bojí tmy.
261337;I caught a glimpse of her.;12470220;Zazrel som ju.
6838046;Tom put some oat milk in his coffee.;12470225;Tom si dal do kávy trochu ovseného mlieka.
3619091;Tom looked under the couch.;12470227;Tom sa pozrel pod pohovku.
7494111;Tom looked under the sofa.;12470227;Tom sa pozrel pod pohovku.
300927;He held his breath.;12470230;Zadržal dych.
315556;She caught her breath.;12470232;Zatajila dych.
434626;Do you speak Chinese?;12470233;Hovoríš čínsky?
434626;Do you speak Chinese?;12470234;Hovoríte čínsky?
11317228;I'll try to learn it by heart.;12470236;Skúsim sa to naučiť naspamäť.
4493851;There was shattered glass everywhere.;12470237;Všade boli črepiny skla.
306528;They must be happy.;12470238;Musia byť šťastní.
3199071;Have you had lunch?;12470241;Obedoval si?
6358106;Did you eat lunch?;12470241;Obedoval si?
3287092;There's nothing strange about it.;12470243;Na tom nie je nič zvláštne.
7812268;"It is too noisy around here; I can't concentrate.";12470247;Je tu priveľký hluk, nedá sa mi sústrediť.
72664;There were three men.;12470252;Boli tam traja muži.
4502191;The three women smiled.;12470256;Tri ženy sa usmiali.
8472960;Three women were crying.;12470259;Tri ženy plakali.
5046237;Who are those three women?;12470260;Kto sú tie tri ženy?
9295252;We saw three men.;12470263;Videli sme troch mužov.
2870135;That's all we need.;12470264;To je všetko, čo potrebujeme.
3825215;What else could Tom do?;12470290;Čo ešte mohol urobiť Tom?
12531632;They didn't move.;12531637;Nepohli sa.
12531629;We didn't move.;12531642;Nepohli sme sa.
12531640;He didn't succeed.;12531646;Neuspel.
12531643;She didn't succeed.;12531648;Neuspela.
12531623;They didn't drink.;12531650;Nepili.
12531620;We didn't drink.;12531652;Nepili sme.
12531617;She didn't drink.;12531654;Nepila.
12531615;He didn't drink.;12531656;Nepil.
12531581;Tom told me what I should do while he was gone.;12531668;Tom mi povedal, čo mám robiť, keď bude preč.
12531581;Tom told me what I should do while he was gone.;12531674;Tom mi povedal, čo mám urobiť, zatiaľ čo on bude preč.
2549721;I was at work.;12531678;Bola som v robote.
2549721;I was at work.;12531686;Bol som v robote.
2685860;Today is the last day of our vacation.;12531702;Dnes je posledný deň našej dovolenky.
1808181;She kicked him out of the house.;12531705;Vyhodila ho z domu.
25052;Do you have anything in mind?;12531713;Máš niečo na mysli?
488204;We succeeded!;12531721;Uspeli sme!
2057593;He succeeded.;12531725;Uspel.
2203832;Who succeeded?;12531729;Kto uspel?
5828962;I succeeded.;12531731;Uspela som.
5828962;I succeeded.;12531732;Uspel som.
3865874;They don't drink.;12531735;Nepijú.
10558933;Give me back the remote!;12531739;Vráť mi ovládač!
2203891;Who's watching?;12531741;Kto pozerá?
5945260;I want to be remembered.;12531746;Chcem, aby si ma pamätali.
7192156;Do you miss Australia?;12531748;Chýba ti Austrália?
7192156;Do you miss Australia?;12531749;Chýba vám Austrália?
7192156;Do you miss Australia?;12531751;Cnie sa ti za Austráliou?
7192156;Do you miss Australia?;12531752;Cnie sa vám za Austráliou?
3738768;How much will all this cost?;9968706;Koľko to všetko bude stáť?
5201719;She is more beautiful than you think.;12531770;Je krajšia, než si myslíš.
6874077;Tom must have had a key.;12531771;Tom musel mať kľúč.
51985;Sparrows were flying about.;12531772;Po okolí poletovali vrabce.
8912660;We were heroes.;12531785;Boli sme hrdinovia.
49286;The song is well known to everybody.;12531798;Pieseň je všetkým dobre známa.
2490755;The song is well-known to all.;12531798;Pieseň je všetkým dobre známa.
2490756;The song is well-known to everyone.;12531798;Pieseň je všetkým dobre známa.
12533468;Ravens are birds.;12416224;Krkavce sú vtáci.
12533468;Ravens are birds.;12416149;Krkavce sú vtáky.
12533473;Crows are very intelligent.;12533472;Vrany sú veľmi inteligentné.
9464007;Crows are birds.;12533499;Vrany sú vtáky.
4502893;Who was the winner?;12534423;Kto bol výhercom?
2005190;Who won?;12534424;Kto vyhral?
2005190;Who won?;12534425;Kto zvíťazil?
6884252;Which do you think is better?;12534438;Ktorý je podľa vás lepší?
6884252;Which do you think is better?;12534439;Ktorý je podľa teba lepší?
12534440;Did you remember to buy butter?;12534444;Nezabudol si kúpiť maslo?
4501703;Are you in a relationship?;12534445;Si vo vzťahu?
8743989;This is a frog.;12534447;Toto je žaba.
2828770;Who wrote this sentence?;12534449;Kto napísal túto vetu?
12420079;Frogs croak.;12534456;Žaby kvákajú.
5534998;My cat is going to have kittens next month.;12534457;Budúci mesiac bude mať moja mačka mačiatka.
4541081;The owl hoots.;12534459;Sova húka.
62498;Ken beat me at chess.;12534462;Ken ma porazil v šachu.
6915690;Tom is probably sleeping right now.;12534463;Tom teraz pravdepodobne spí.
1655798;He's spending too much time on the computer.;12534464;Trávi priveľa času na počítači.
2107660;Tom's yelling.;12534467;Tom kričí.
3729307;We have a bit of time now.;12534468;Teraz máme trochu času.
9393677;We have some time now.;12534468;Teraz máme trochu času.
4080704;Tom said he didn't drink coffee.;12534469;Tom povedal, že nepije kávu.
6655078;Tom said that he didn't drink coffee.;12534469;Tom povedal, že nepije kávu.
8015459;I want you to go swimming with me.;12534472;Chcem, aby si šiel so mnou plávať.
8015459;I want you to go swimming with me.;12534473;Chcem, aby si šla so mnou plávať.
8015459;I want you to go swimming with me.;12534474;Chcem, aby ste šli so mnou plávať.
5138956;Be patient!;7585296;Buď trpezlivý!
5138956;Be patient!;12534477;Buď trpezlivá!
5138956;Be patient!;12534478;Buďte trpezlivý!
5138956;Be patient!;12534480;Buďte trpezlivá!
5138956;Be patient!;12534481;Buďte trpezliví!
5138956;Be patient!;12534482;Buďte trpezlivé!
1450653;We finally got to the lake.;12534488;Konečne sme sa dostali k jazeru.
39894;At last, we got to the lake.;12534488;Konečne sme sa dostali k jazeru.
16305;You are tallest.;12534492;Si najvyšší.
16305;You are tallest.;12534493;Si najvyššia.
7812798;You're tallest.;12534493;Si najvyššia.
8318764;You're the tallest.;12534493;Si najvyššia.
6971483;Tom eats a plant-based diet.;12534494;Tom sa stravuje rastlinne.
7795856;Water the plants before eating breakfast.;12534495;Pred raňajkami polej rastlinky.
5158773;Tom wants to go vegan.;12534496;Tom sa chce stať vegánom.
367945;I am vegan.;12534497;Som vegán.
367945;I am vegan.;12534498;Som vegánka.
4086788;I'm a vegan.;12534497;Som vegán.
4086788;I'm a vegan.;12534498;Som vegánka.
7538200;Tom is vegan.;12534499;Tom je vegán.
6678388;Tom is a vegan.;12534499;Tom je vegán.
9199060;We're vegans.;12534500;Sme vegáni.
5104893;Veganism is true peace.;12534502;Vegánstvo je skutočný mier.
6809292;Tom became a vegan.;12534503;Tom sa stal vegánom.
9164578;The cookies are vegan.;12534504;Sušienky sú vegánske.
10243570;Are those chips vegan?;12534505;Sú tieto lupienky vegánske?
10599207;Do vegans eat cheese?;12534506;Jedia vegáni syr?
473842;Suitable for vegetarians and vegans.;12534507;Vhodné pre vegetariánov a vegánov.
2230195;Are you vegetarian or vegan?;12534508;Si vegetarián alebo vegán?
2230195;Are you vegetarian or vegan?;12534509;Si vegetariánka alebo vegánka?
2230195;Are you vegetarian or vegan?;12534510;Ste vegetarián alebo vegán?
2230195;Are you vegetarian or vegan?;12534511;Ste vegetariánka alebo vegánka?
10646881;Do you have any food that's suitable for vegans?;12534513;Máte nejaké jedlo vhodné pre vegánov?
10560699;I can't wait to try this new vegan ice cream.;12534515;Neviem sa dočkať, až vyskúšam túto novú vegánsku zmrzlinu.
7227855;Veganism is a way of living that seeks to exclude, as far as possible and practicable, all forms of exploitation of, and cruelty to, animals for food, clothing and any other purpose.;12534521;Vegánstvo je spôsob života, ktorého snahou je v čo najväčšej a najuskutočniteľnejšej miere vylúčiť všetky podoby vykorisťovania a krutosti páchanej na zvieratách kvôli jedlu, oblečeniu alebo akémukoľvek inému účelu.
2451524;Tom can speak French as well.;12534523;Tom vie hovoriť aj francúzsky.
5915298;Were you able to convince Tom to help us?;12534528;Podarilo sa ti presvedčiť Toma, aby nám pomohol?
4700007;What else did you say?;12534529;Čo si ešte povedal?
3240530;You're the only one who can help us.;12534533;Ty si jediný, kto nám môže pomôcť.
12533884;Have you forgotten where we are?;12534535;Zabudli ste, kde sa nachádzame?
12533884;Have you forgotten where we are?;12534537;Zabudli ste, kde sme?
12533884;Have you forgotten where we are?;12534540;Zabudol si, kde sme?
12533884;Have you forgotten where we are?;12534542;Zabudol si, kde sa nachádzame?
12533884;Have you forgotten where we are?;12534545;Zabudla si, kde sa nachádzame?
12533884;Have you forgotten where we are?;12534547;Zabudla si, kde sme?
1636183;Every rose has its thorns.;10737083;Niet ruže bez tŕňov.
556739;Don't undo your bootlaces until you have seen the river.;12534561;Nehovor hop, kým nepreskočíš.
2483495;He who sows the wind shall reap the storm.;12534566;Kto seje vietor, žne búrku.
1775;Where there's a will, there's a way.;12534569;Keď sa chce, tak to ide.
12128130;It reminds us to be mindful of our choices and the potential impact they may have on others.;12534602;Pripomína nám to, aby sme dbali na naše rozhodnutia a na možný vplyv, ktorý majú na ostatných.
434242;Are you hungry?;12534609;Si hladná?
434242;Are you hungry?;12534610;Ste hladný?
434242;Are you hungry?;12534611;Ste hladná?
434242;Are you hungry?;12534612;Ste hladní?
434242;Are you hungry?;12534613;Ste hladné?
4135181;Let's leave as soon as Tom gets here.;12537356;Odíďme hneď, ako príde Tom.
8317711;Tom has friends in Germany.;12537357;Tom má priateľov v Nemecku.
2435889;All options are on the table.;12540743;Na stole sú všetky možnosti.
12540710;All the options are on the table.;12540743;Na stole sú všetky možnosti.
10365635;Nobody asked what Tom's opinion was.;12541575;Nikdy sa nepýtal na Tomov názor.
1723118;How much longer will the thunderstorm last?;12541590;Ako dlho bude ešte búrka?
3260330;Are you from the future?;12541596;Si z budúcnosti?
3260330;Are you from the future?;12541597;Ste z budúcnosti?
1453233;You ruined everything.;12541600;Všetko si pokazil.
1453233;You ruined everything.;12541601;Všetko ste pokazili.
2644626;You opened the wrong box.;12541606;Otvoril si nesprávnu krabicu.
2644626;You opened the wrong box.;12541608;Otvoril si zlú krabicu.
4529957;That's no longer allowed.;12541610;To už nie je dovolené.
4529957;That's no longer allowed.;12541611;To už nie je povolené.
5629404;He refused to answer my questions.;12541613;Odmietol odpovedať na moje otázky.
303905;He drinks a lot of milk every day.;12541614;Každý deň pije veľa mlieka.
4493719;Tom has no sisters.;12541620;Tom nemá sestry.
5455512;Tom doesn't have any sisters.;12541623;Tom nemá žiadne sestry.
10206286;The footpath was covered with fallen leaves.;12541637;Cestička bola pokrytá opadaným lístím.
3597502;Tom's name isn't on the list.;12541642;Tomovo meno nie je na zozname.
1093628;Tom has no reason not to trust Mary.;12541646;Tom nemá dôvod neveriť Márii.
1095613;Tom can't believe Mary's over thirty.;12541710;Tom nemôže uveriť, že Mária už má nad tridsať.
9188352;Tom always says hi, but Mary never does.;12541712;Tom sa vždy zdraví, ale Mária nikdy.
3560943;How do you know I'm not from here?;12541714;Ako viete, že nie som odtiaľto?
7516195;How do you know that I'm not from here?;12541714;Ako viete, že nie som odtiaľto?
3560943;How do you know I'm not from here?;12541716;Odkiaľ vieš, že nie som odtiaľto?
7516195;How do you know that I'm not from here?;12541716;Odkiaľ vieš, že nie som odtiaľto?
3560943;How do you know I'm not from here?;12541718;Odkiaľ vieš, že nie som miestny?
7516195;How do you know that I'm not from here?;12541718;Odkiaľ vieš, že nie som miestny?
3560943;How do you know I'm not from here?;12541719;Odkiaľ viete, že nie som miestny?
7516195;How do you know that I'm not from here?;12541719;Odkiaľ viete, že nie som miestny?
3204056;Why didn't you tell me you were Canadian?;12541725;Prečo ste mi nepovedali, že ste Kanaďanka?
3204056;Why didn't you tell me you were Canadian?;12541726;Prečo si mi nepovedal, že si Kanaďan?
3204056;Why didn't you tell me you were Canadian?;12541728;Prečo si mi nepovedala, že si Kanaďanka?
3204056;Why didn't you tell me you were Canadian?;12541732;Prečo ste mi nepovedali, že ste Kanaďan?
3204056;Why didn't you tell me you were Canadian?;12541739;Prečo ste mi nepovedali, že ste Kanaďania?
3204056;Why didn't you tell me you were Canadian?;12541741;Prečo si mi nepovedala, že ste Kanaďania?
3204056;Why didn't you tell me you were Canadian?;12541742;Prečo si mi nepovedal, že ste Kanaďania?
3204056;Why didn't you tell me you were Canadian?;12541753;Prečo ste mi nepovedali, že ste Kanaďanky?
3204056;Why didn't you tell me you were Canadian?;12541755;Prečo si mi nepovedala, že ste Kanaďanky?
1972572;I couldn't live like that.;12541768;Ja by som tak žiť nemohol.
1972572;I couldn't live like that.;12541772;Nemohla by som tak žiť.
20989;Two nurses are attending her.;12541807;Starajú sa o ňu dve sestričky.
8406794;Good morning, Tom!;12542062;Dobré ráno, Tom!
1996943;I've got a plan.;12542084;Mám plán.
370588;I have a problem.;12543043;Mám problém.
2359613;I've got a problem.;12543043;Mám problém.
9226868;Tom is a shaman.;12546602;Tom je šaman.
1669986;What doesn't kill us makes us stronger.;12548051;Čo nás nezabije, to nás posilní.
42281;What exactly does that mean?;11039673;Čo to presne znamená?
392210;What is this?;654796;Čo je to?
12549873;You're all I have.;12549879;Si všetko, čo mám.
5747026;You're all that I have.;12549879;Si všetko, čo mám.
12551814;Yeah, this is true.;12551820;Hej, to je pravda.
1552463;Do you know anything about Tom's parents?;12551827;Viete niečo o Tomových rodičoch?
1552463;Do you know anything about Tom's parents?;12551830;Vieš niečo o Tomových rodičoch?
3907424;I gave my half to her.;12551842;Dal som jej svoju polovicu.
3921447;Tom warned us that this might happen.;12551854;Tom nás upozornil, že sa to môže stať.
3921447;Tom warned us that this might happen.;12551851;Tom nás varoval, že sa to môže stať.
2740730;I can hear Tom snoring in the next room.;12551862;Počujem, ako Tom chrápe vo vedľajšej izbe.
38940;Don't forget to flush the toilet.;12551865;Nezabudni spláchnuť.
38940;Don't forget to flush the toilet.;12551868;Nezabudnite spláchnuť.
6706166;Tom was very well prepared.;12551882;Tom bol veľmi dobre pripravený.
620147;If you don't like it then you can leave.;12551885;Ak sa ti to nepáči, môžeš odísť.
620147;If you don't like it then you can leave.;12551889;Ak sa vám to nepáči, môžete odísť.
7556379;I'm from Friesland.;12551899;Som z Frízska.
2357;I don't expect anything from you.;12551903;Ja od vás nič neočakávam.
2357;I don't expect anything from you.;12551906;Nič od teba neočakávam.
2357;I don't expect anything from you.;12551909;Nič od vás neočakávam.
9255733;We need cement and sand.;12551914;Potrebujeme cement a piesok.
865256;You can't buy everything you want with money.;12551916;Za peniaze sa nedá kúpiť všetko, po čom túžiš.
662711;You can count on her.;12551927;Môžete sa na ňu spoľahnúť.
662711;You can count on her.;12551929;Dá sa na ňu spoľahnúť.
2569046;He started laughing.;12551932;Začal sa smiať.
299650;He laughed.;12551936;Zasmial sa.
295225;He burst into laughter.;12551941;Rozosmial sa.
295225;He burst into laughter.;12551949;Rozchichotal sa.
2260499;He burst out laughing.;12551949;Rozchichotal sa.
2260499;He burst out laughing.;12551941;Rozosmial sa.
11817211;Put her to sleep.;12551963;Uložte ju spať.
11817211;Put her to sleep.;12551965;Dajte ju spať.
3315282;I have a big favor to ask.;12551974;Mám veľkú prosbu.
3315282;I have a big favor to ask.;12551978;Mám na teba veľkú prosbu.
3732389;It's poisoned.;12551981;Je otrávený.
3732389;It's poisoned.;12551984;Je otrávená.
3732389;It's poisoned.;12551985;Je otrávené.
8521402;She should've warned him.;12551989;Mala ho varovať.
2860430;What did you want to ask him?;12552000;Čo si sa ho chcel opýtať?
2860430;What did you want to ask him?;12551998;Čo si sa ho chcel spýtať?
2860430;What did you want to ask him?;12552004;Čo si sa ho chcela spýtať?
2860430;What did you want to ask him?;12552007;Čo si sa ho chcela opýtať?
315296;She set a new world record.;12552015;Urobila nový svetový rekord.
7221111;We have arrived!;12552021;Prišli sme!
7221111;We have arrived!;12552023;Dorazili sme!
25155;I'll go no matter what.;12552028;Pôjdem, nech sa deje čokoľvek.
1663277;He's very understanding.;12552038;Je veľmi chápavý.
2648548;Do you need to go?;12011560;Musíš ísť?
2648549;Do you have to go?;12011560;Musíš ísť?
12267100;Don't bother me. I'm busy.;12552250;Neotravuj ma. Som zaneprázdnený.
6346124;We need to find the time to do that.;12552252;Musíme si na to nájsť čas.
12553462;You're all I want.;12553663;Si všetko, čo chcem.
2549383;I want the truth.;2914733;Chcem pravdu.
12553671;You're my life and all I want and need.;9038276;Si môj život a všetko, čo chcem a potrebujem.
2012999;I want to wait another week.;12553710;Chcem počkať ešte týždeň.
847126;He is always prepared.;12553738;Vždy je pripravený.
9231477;If I had money, I'd buy that for you.;12553741;Ak by som mal peniaze, kúpil by som vám to.
9231477;If I had money, I'd buy that for you.;12553746;Ak by som mala peniaze, kúpila by som ti to.
9231477;If I had money, I'd buy that for you.;12553747;Ak by som mala peniaze, kúpila by som vám to.
307131;They believed that the earth was flat.;12553756;Verili, že Zem je plochá.
1395116;Tom is convinced that the earth is flat.;12553760;Tom je presvedčený, že Zem je plochá.
412831;"Consider what we do to our children. We do not say to them: 'Some people think the earth is round, and others think it is flat; when you grow up, you can, if you like, examine the evidence and form your own conclusion.' Instead of this we say: 'The earth is round.' By the time our children are old enough to examine the evidence, our propaganda has closed their minds...";12553781;"Zamyslite sa, čo robíme svojim deťom. Nehovoríme im: „Niektorí ľudia si myslia, že Zem je guľatá a iní si myslia, že je plochá; keď vyrastieš, môžeš, ak chceš, preskúmať dôkazy a urobiť si vlastný záver.“ Namiesto toho hovoríme: „Zem je guľatá.“ V čase, keď sú naše deti dosť veľké na to, aby preskúmali dôkazy, naša propaganda im uzavrela mysle..."
9307059;You're all I need.;12553800;Si všetko, čo potrebujem.
5179143;She is from Japan.;12553814;Ona je z Japonska.
3006954;I have everything I need.;12553813;Mám všetko, čo potrebujem.
433500;Do you like it?;12555292;Páči sa ti to?
2241458;We suspect poisoning.;12559152;Máme podozrenie na otravu.
2408635;I think you should go.;12559154;Myslím, že by si mal ísť.
3733832;Tom wants me to throw him a birthday party next Monday evening.;12559155;Tom chce, aby som mu budúci pondelok večer usporiadal narodeninovú oslavu.
8856279;Even if I saw it, I wouldn't believe it.;12559156;Aj keby som to videl, neveril by som.
8856279;Even if I saw it, I wouldn't believe it.;12559157;Aj keby som to videla, neverila by som.
441942;Whose fault is it?;12559158;Koho je to vina?
1588709;Over my dead body!;12559160;Len cez moju mŕtvolu!
69537;Are you content with your position in the company?;12559161;Ste spokojný so svojím miestom v spoločnosti?
1027411;It looks like Tom has gained a little weight.;12559162;Zdá sa, že Tom trochu pribral.
8839643;I have everything that I need.;12553813;Mám všetko, čo potrebujem.
278608;Mud clings to my shoes.;12559164;Blato sa mi lepí na topánky.
2408502;I think we're going to need Tom's help.;12559165;Myslím, že budeme potrebovať Tomovu pomoc.
450116;Choose the one you like.;12559166;Vyber si ten, ktorý sa ti páči.
450116;Choose the one you like.;12559167;Vyber si tú, ktorá sa ti páči.
450116;Choose the one you like.;12559168;Vyber ti to, čo sa ti páči.
2424265;I've never spoken French to Tom.;12559170;Nikdy som s Tomom nehovoril francúzsky.
52493;Jill is engaged to Jack.;12559171;Jill je zasnúbená s Jackom.
466168;I'll visit him tomorrow.;12559173;Zajtra ho navštívim.
32450;Spring will soon come.;12559174;Čoskoro príde jar.
573072;Spring will be here soon.;12559175;Čoskoro je tu jar.
12413097;The airplane was flown by two monkeys.;12565970;Lietadlo pilotovali dve opice.
1705;I'm tired.;12566047;Som ustatý.
1705;I'm tired.;12566048;Som ustatá.
1396338;She'll probably come.;12566051;Pravdepodobne príde.
40564;It is probable that she will come.;12566051;Pravdepodobne príde.
10867162;It's likely that she'll come.;12566051;Pravdepodobne príde.
23240;We made fun of him about this.;12566054;Robili sme si z neho kvôli tomu srandu.
2451593;I like speaking in French.;12566057;Rád hovorím francúzsky.
5471568;I like speaking French.;12566057;Rád hovorím francúzsky.
8839034;I like to speak French.;12566057;Rád hovorím francúzsky.
403321;I agree with his opinion.;12566058;Súhlasím s jeho názorom.
285490;I am in accord with his view.;12566058;Súhlasím s jeho názorom.
5916155;You've arrived very early.;12566061;Prišiel si veľmi skoro.
5461300;Tom has a lot of friends now.;12566064;Tom má teraz veľa priateľov.
2012181;Tom doesn't want my help.;12566065;Tom nechce moju pomoc.
11594701;Michael pulled Linda in closer and kissed her.;12569950;Michal si pritiahol Lindu bližšie a pobozkal ju.
2400196;Tom is going, too.;12569976;Tom ide tiež.
2400190;Tom is coming, too.;12569976;Tom ide tiež.
2643139;Tom will never agree to that.;12570018;Tom s tým nikdy nebude súhlasiť.
6436287;Tom is never going to agree to that.;12570018;Tom s tým nikdy nebude súhlasiť.
3730150;Tom isn't content with his present salary.;12570019;Tom nie je spokojný so svojím súčasným platom.
9969444;Where did they learn Slovak?;12570022;Kde sa naučili po slovensky?
12251749;Strapačky is a traditional Slovak food.;12570024;Strapačky sú tradičné slovenské jedlo.
10075700;He is Czech and she is Slovak.;12570025;On je Čech a ona Slovenka.
11820511;Slovak is the official language of the Slovak Republik.;12570026;Slovenčina je úradným jazykom Slovenskej republiky.
8904755;Slovakia traces its roots to the 9th-century state of Great Moravia.;12570032;Korene Slovenska siahajú k Veľkej Morave z 9. storočia.
8550413;Algeria is in northern Africa.;12570055;Alžírsko sa nachádza v severnej Afrike.
1785742;Algeria is situated in North Africa.;12570055;Alžírsko sa nachádza v severnej Afrike.
4700107;Tom is teaching me French.;12570057;Tom ma učí francúzsky.
2451657;Tom teaches me French.;12570057;Tom ma učí francúzsky.
6628117;It took about 15 minutes.;12570065;Trvalo to asi pätnásť minút.
6354948;This isn't a post office.;12570068;To nie je pošta.
8510461;It's offensive to me.;12570073;Uráža ma to.
1026511;Tom denied having done it.;12570077;Tom poprel, že by to bol urobil.
12570968;Tom is deaf from birth.;12570974;Tom je od narodenia hluchý.
7812647;If you want to dance, dance.;12570988;Ak chcete tancovať, tancujte.
7736586;If you want to dance, then dance.;12570988;Ak chcete tancovať, tancujte.
7736586;If you want to dance, then dance.;12570990;Ak chceš tancovať, tancuj.
7812647;If you want to dance, dance.;12570990;Ak chceš tancovať, tancuj.
2261871;Give Tom a chance.;12571016;Daj Tomovi príležitosť.
2261871;Give Tom a chance.;12571019;Dajte Tomovi príležitosť.
323741;Out of sight, out of mind.;12571266;Zíde z očí, zíde z mysle.
1883655;So that's what it's all about!;12571277;Tak tam je pes zakopaný!
12275782;I expect a lot from our meeting.;12571455;Veľa očakávam od nášho stretnutia.
12275783;I have high expectations for our meeting.;12571456;Od nášho stretnutia mám vysoké očakávania.
2644021;Tom asked Mary to help him.;12571473;Tom požiadal Máriu, aby mu pomohla.
6273196;Tom has asked Mary to help him.;12571473;Tom požiadal Máriu, aby mu pomohla.
1064083;I don't want to be late.;12571483;Nechcem sa oneskoriť.
1064083;I don't want to be late.;12571484;Nechcem meškať.
701516;I would like to see my father.;12571493;Chcel by som vidieť svojho otca.
1886295;Are you threatening me?;12571495;Vyhrážaš sa mi?
1886295;Are you threatening me?;12571496;Vyhrážate sa mi?
